split,original_id,question,gold_answer,base_label,oracle_label,base_missing_support_titles,injected_support_title_count,injected_support_titles,base_top_titles,oracle_top_titles
train,5a7f354b5542992e7d278c8c,What is the name of the band that had a song featured in the second installment of a 2005 horror film starring Donnie Wahlberg?,Mudvayne,insufficient,sufficient,forget to remember,1,forget to remember,Saw II || Hangin' Tough (song) || Diamond Men || Single (New Kids on the Block and Ne-Yo song) || Jeremiad: A Video by Donnie Searls,Saw II || Forget to Remember || Hangin' Tough (song) || Diamond Men || Single (New Kids on the Block and Ne-Yo song)
train,5a7f38e255429930675136b6,"The Ronkonkama railroad station and the town of Islip, New York are near?",Long Island,insufficient,sufficient,"ronkonkoma (lirr station) || ronkonkoma, new york",2,"ronkonkoma (lirr station) || ronkonkoma, new york","National Register of Historic Places listings in Islip (town), New York || Islip, New York || East Islip, New York || Islip Terrace, New York || Central Islip, New York","Ronkonkoma (LIRR station) || Ronkonkoma, New York || National Register of Historic Places listings in Islip (town), New York || Islip, New York || East Islip, New York"
train,5a7f392b55429934daa2fd26,Wim Jonk manages Cruyff Football together with the footballer who is also currently manager of which team?,Tel Aviv,sufficient,sufficient,,0,,"Wim Jonk || Jordi Cruyff || Colin Bell (footballer, born 1961) || Wim Jansen || Michael Skibbe","Jordi Cruyff || Wim Jonk || Colin Bell (footballer, born 1961) || Wim Jansen || Michael Skibbe"
train,5a7f39d055429934daa2fd2a,"Which is a comedy film, The Million Dollar Duck or Don Quixote?",The Million Dollar Duck,insufficient,sufficient,don quixote,1,don quixote,The Million Dollar Duck || Children of Don Quixote || Don Quixote (1923 film) || The Man Who Killed Don Quixote || Don Quixote (1973 film),The Million Dollar Duck || Don Quixote || Children of Don Quixote || Don Quixote (1923 film) || The Man Who Killed Don Quixote
train,5a7f3bcd55429930675136c3,"""wild combination"" was a film about a man who was an American cellist, composer, producer and singer, who is he?",Arthur Russell,insufficient,sufficient,arthur russell (musician) || hecuba (band),2,arthur russell (musician) || hecuba (band),Wild Man on the Loose || A Wild Ass of a Man || Charles Houdret || Big Wild || The Wild White Man of Badu,Arthur Russell (musician) || Hecuba (band) || Wild Man on the Loose || A Wild Ass of a Man || Charles Houdret
train,5a7f3c8f55429930675136c9,Buck Rogers XXVC is a published campaign setting or a homebrew campaign setting?,published campaign settings,sufficient,sufficient,,0,,Buck Rogers XXVC || Buck Rogers: Countdown to Doomsday || Campaign setting || Buck Rogers: A Life in the Future || Buck Rogers: Matrix Cubed,Buck Rogers XXVC || Campaign setting || Buck Rogers: Countdown to Doomsday || Buck Rogers: A Life in the Future || Buck Rogers: Matrix Cubed
train,5a7f3d9b5542992e7d278cb8,What was the author of Freeway Warrior's original occupation?,Originally a musician,insufficient,sufficient,joe dever,1,joe dever,Freeway Warrior || Operation Warrior's Rage || Melaka Warrior Monument || Zone Warrior || The Mystery of the Aztec Warrior,Freeway Warrior || Joe Dever || Operation Warrior's Rage || Melaka Warrior Monument || Zone Warrior
train,5a7f404a55429930675136dd,Shepard Settlement is just south of what major New York city?,Syracuse,insufficient,sufficient,"skaneateles (town), new york",1,"skaneateles (town), new york","Shepard Settlement, New York || Shepard Settlement Cemetery || Lorenzo B. Shepard || Edward M. Shepard || Shepard D. Osherow","Shepard Settlement, New York || Skaneateles (town), New York || Shepard Settlement Cemetery || Lorenzo B. Shepard || Edward M. Shepard"
train,5a7f40de5542992e7d278cc8,What star if the Burbs was Canadian?,"Richard ""Rick"" Ducommun",insufficient,sufficient,rick ducommun,1,rick ducommun,"The 'Burbs || If I Had A Son For Each Star In Old Glory (Uncle Sam, I'd Give Them All To You!) || Dana Olsen || If the Poet || Falling star","The 'Burbs || Rick Ducommun || If I Had A Son For Each Star In Old Glory (Uncle Sam, I'd Give Them All To You!) || Dana Olsen || If the Poet"
train,5a7f44a65542992e7d278cd7,What genre is What's It Gonna Be due to its 4x4 rhythm?,UK garage,insufficient,sufficient,"what's it gonna be (h ""two"" o song)",1,"what's it gonna be (h ""two"" o song)",Rhythm Is Gonna Get You || Bassline (music genre) || 4x4 Off-Road Racing || I'm Not Gonna Let It Bother Me Tonight || Rhythm and blues (disambiguation),Bassline (music genre) || What's It Gonna Be (H &quot;Two&quot; O song) || Rhythm Is Gonna Get You || 4x4 Off-Road Racing || I'm Not Gonna Let It Bother Me Tonight
train,5a7f451a55429969796c19ec,What is the second book by the author that won the Booker Prize in 1997?,The Ministry of Utmost Happiness,insufficient,sufficient,the god of small things || the ministry of utmost happiness,2,the god of small things || the ministry of utmost happiness,Arundhati Roy || The Inheritance of Loss || The Element of Water || Mick Jackson (author) || The Essence of the Thing,The God of Small Things || The Ministry of Utmost Happiness || Arundhati Roy || The Inheritance of Loss || The Element of Water
train,5a7f48e15542992e7d278ce6,Brad Elterman is a professional photographer who addressed the rock 'n' roll lifestyle of a band that became noted for what?,its eclectic mix of musical styles,insufficient,sufficient,blondie (band),1,blondie (band),Brad Elterman || Rock 'n' Roll Lifestyle || How the Supersuckers Became the Greatest Rock and Roll Band in the World || Marcus Hook Roll Band || Rock & Roll Band,Brad Elterman || Blondie (band) || Rock 'n' Roll Lifestyle || How the Supersuckers Became the Greatest Rock and Roll Band in the World || Marcus Hook Roll Band
train,5a7f4cb055429969796c1a02,"The HTC U11 major carrier is Sprint, but it can be unlocked for this Texas company that is world's largest telecommunications provider? ",AT&T,sufficient,sufficient,,0,,HTC U11 || Telia Carrier || AT&T || ACD (telecommunications company) || Communication Service for the Deaf,AT&T || HTC U11 || Telia Carrier || ACD (telecommunications company) || Communication Service for the Deaf
train,5a7f53445542992097ad2f15,Which star of A Family Affair was born in September of 1948?,Samuel Hui,insufficient,sufficient,a family affair (1984 film) || samuel hui,2,a family affair (1984 film) || samuel hui,Five Star Affair || North Star affair || Markovic affair || September Affair || A Small September Affair,A Family Affair (1984 film) || Samuel Hui || Five Star Affair || North Star affair || Markovic affair
train,5a7f53ff5542992097ad2f17,"In addition to the best known comic servant from Commedia dell'arte, who else is featured in La Surprise de l'amour?",Columbine,insufficient,sufficient,harlequin,1,harlequin,La Surprise de l'amour || Lélio (Commedia dell'arte) || Columbina || Costumes in commedia dell'arte || Commedia dell'arte staging and staging practices,La Surprise de l'amour || Harlequin || Lélio (Commedia dell'arte) || Columbina || Costumes in commedia dell'arte
train,5a7f5ab65542995d8a8dde43,Cheek to cheek tour played shows at what place that is located on the Las Vegas strip that began their tour?,Cosmopolitan of Las Vegas,insufficient,sufficient,cosmopolitan of las vegas,1,cosmopolitan of las vegas,Cheek to Cheek Tour || List of Las Vegas Strip hotels || List of condominiums in Las Vegas || Las Vegas Strip || 2016 Las Vegas Challenger,Cheek to Cheek Tour || Cosmopolitan of Las Vegas || List of Las Vegas Strip hotels || List of condominiums in Las Vegas || Las Vegas Strip
train,5a7f5d165542992097ad2f3c,"Whose works are more likely to be seen in an art gallery, Hovsep Pushman or Armen Chakmakian?",Hovsep Pushman,sufficient,sufficient,,0,,Hovsep Pushman || Armen Chakmakian || Grand Central Art Galleries || Jamjuree Art Gallery || National Gallery of Australia,Armen Chakmakian || Hovsep Pushman || Grand Central Art Galleries || Jamjuree Art Gallery || National Gallery of Australia
train,5a7f5da85542992097ad2f3e,"In addition to Hyerim and the individual who left the group in January 2010 to pursue her academic career, who were the other two final members of the group Wonder Girls?","Yubin, Yeeun",sufficient,sufficient,,0,,Wonder Girls || Sunmi || Made in Wonder Girls || MTV Wonder Girls || Reboot (Wonder Girls album),Sunmi || Wonder Girls || Made in Wonder Girls || MTV Wonder Girls || Reboot (Wonder Girls album)
train,5a7f5e0455429969796c1a12,Spill.com gave their final review for a movie directed by who?,John Lee Hancock,insufficient,sufficient,saving mr. banks,1,saving mr. banks,Spill.com || Korey Coleman || Movie and Television Review and Classification Board || Review Centre || Movie Review Intelligence,Spill.com || Saving Mr. Banks || Korey Coleman || Movie and Television Review and Classification Board || Review Centre
train,5a7f5f655542994857a7670b,"A pakistani photogropher was the personal photographer of a Pakistani politician who served as Prime Minister of Pakistan from 1973 to 1977,and who also served in what political office prior to that?",President of Pakistan,sufficient,sufficient,,0,,Zulfikar Ali Bhutto || Zaigham Zaidi || Abdul Hafeez Pirzada || Nawaz Sharif || Shahid Hamid,Zaigham Zaidi || Zulfikar Ali Bhutto || Abdul Hafeez Pirzada || Nawaz Sharif || Shahid Hamid
train,5a7f62405542992e7d278cf0,"What was the name of the publisher who published ""Finnegans Wake"" in 1939 by James Joyce",Teriade,insufficient,sufficient,verve (1937–60),1,verve (1937–60),Finnegans Wake || A Skeleton Key to Finnegans Wake || Finn's Hotel || Waywords and Meansigns || James Joyce,James Joyce || Verve (1937–60) || Finnegans Wake || A Skeleton Key to Finnegans Wake || Finn's Hotel
train,5a7f650755429969796c1a2c,"In addition to Richard Strauss, Luigi Nono, Krzysztof Penderecki, Joaquín Rodrigo, and the German composer whose known for ""Das Marienleben"", what other composers have been represented by ESZ since the 1950s?","Igor Stravinsky, Carl Orff",insufficient,sufficient,paul hindemith,1,paul hindemith,Suvini Zerboni || Luigi Nono || List of compositions by Krzysztof Penderecki || Luigi Nono (disambiguation) || Das Marienleben,Suvini Zerboni || Paul Hindemith || Luigi Nono || List of compositions by Krzysztof Penderecki || Luigi Nono (disambiguation)
train,5a7f660555429969796c1a2e,"The 2015 American drama film, Being Charlie, stars which Canadian actor that appeared in ""Adoration"" and ""Saw VI""?",Devon Bostick,sufficient,sufficient,,0,,Being Charlie || Saw VI: Original Motion Picture Score || Devon Bostick || Charlie Barnett (actor) || Adoration (2008 film),Being Charlie || Devon Bostick || Saw VI: Original Motion Picture Score || Charlie Barnett (actor) || Adoration (2008 film)
train,5a7f669a5542994857a76729,"What character did the actor born on January 19, 1944 play in ""As the World Turns?""",James Stenbeck,insufficient,sufficient,anthony herrera || barbara ryan,2,anthony herrera || barbara ryan,Daniel Hughes (As the World Turns) || Tom Hughes (As the World Turns) || Penny Hughes (As the World Turns) || Lucy Montgomery (As the World Turns) || Kirk Anderson (As the World Turns),Anthony Herrera || Barbara Ryan || Daniel Hughes (As the World Turns) || Tom Hughes (As the World Turns) || Penny Hughes (As the World Turns)
train,5a7f6fd75542992e7d278cfa,"Which Canadian rock band released a song called ""Counterparts"" and had a drummer who was inducted into the Modern Drummer Hall of Fame?",Rush,insufficient,sufficient,neil peart || nobody's hero,2,neil peart || nobody's hero,Dave Weckl || Steve Smith (musician) || Vinnie Colaiuta || Dennis Chambers || Keith Moon,Neil Peart || Nobody's Hero || Dave Weckl || Steve Smith (musician) || Vinnie Colaiuta
train,5a7f725355429969796c1a55,"The actress who played Clementine Churchill in ""The Crown""  joined the board of advisors for a theatre company began by who?",Paula D'Alessandris,insufficient,sufficient,harriet walter,1,harriet walter,Clementine Churchill || Mind the Gap Theatre || Clementine Ford || Lady Churchill (disambiguation) || Diana Churchill,Mind the Gap Theatre || Harriet Walter || Clementine Churchill || Clementine Ford || Lady Churchill (disambiguation)
train,5a7f74975542992097ad2f77,"In 2010, what was the population for a state which is known for Annalee Dolls?","6,241",insufficient,sufficient,"meredith, new hampshire",1,"meredith, new hampshire",Annalee Dolls || Annalee Jefferies || Annalee Blysse || Annalee Yassi || AnnaLee Saxenian,"Annalee Dolls || Meredith, New Hampshire || Annalee Jefferies || Annalee Blysse || Annalee Yassi"
train,5a7f75e95542992e7d278d09,Were both Pam Shriver and Amélie Mauresmo alive in the 1960s?,no,insufficient,sufficient,pam shriver,1,pam shriver,Amélie Mauresmo career statistics || Amélie Mauresmo || Pam Shriver career statistics || 2004 J&S Cup – Singles || 2010 Sony Ericsson Open – Women's Doubles,Amélie Mauresmo || Pam Shriver || Amélie Mauresmo career statistics || Pam Shriver career statistics || 2004 J&S Cup – Singles
train,5a7f79155542995d8a8dde86,A man known as one of the most brutal pro-Confederate guerrilla leaders in the American Civil War had a following that included a bank and train robber from western Missouri raised in what area?,Little Dixie,sufficient,sufficient,,0,,William T. Anderson || Jesse James || Confederate government of Missouri || Archie Clement || Centralia Massacre (Missouri),Jesse James || William T. Anderson || Confederate government of Missouri || Archie Clement || Centralia Massacre (Missouri)
train,5a7f7b365542992097ad2f80,Did the Beaulieu Mine or the McIntyre Mines yield gold and copper?,The McIntyre also yielded a considerable amount of copper,sufficient,sufficient,,0,,McIntyre Mines || Anaconda Copper Mine || Beaulieu Mine || Rakha Mines || Mount Elliot mine,Beaulieu Mine || McIntyre Mines || Anaconda Copper Mine || Rakha Mines || Mount Elliot mine
train,5a7f7c285542994857a76746,California joined the Union due to the passage of a package of how many separate bills?,five,insufficient,sufficient,compromise of 1850 || history of california before 1900,2,compromise of 1850 || history of california before 1900,Union Calendar || Yarovaya law || California Passage || Union Passage Marine Provincial Park || Third Energy Package,Compromise of 1850 || History of California before 1900 || Union Calendar || Yarovaya law || California Passage
